Time,Temperature(℃),Humidity(%RH)
2022-05-11 12:28:00,15.40,62.70
2022-05-11 12:27:00,15.43,62.64
2022-05-11 12:26:00,15.45,62.58
2022-05-11 12:25:00,15.47,62.53
2022-05-11 12:24:00,15.49,62.47
2022-05-11 12:23:00,15.51,62.42
2022-05-11 12:22:00,15.53,62.36
2022-05-11 12:21:00,15.55,62.31
2022-05-11 12:20:00,15.57,62.25
2022-05-11 12:19:00,15.59,62.20
2022-05-11 12:18:00,15.59,62.30
2022-05-11 12:17:00,15.56,62.34
2022-05-11 12:16:00,15.54,62.37
2022-05-11 12:15:00,15.52,62.40
2022-05-11 12:14:00,15.50,62.43
2022-05-11 12:13:00,15.47,62.47
2022-05-11 12:12:00,15.45,62.50
2022-05-11 12:11:00,15.43,62.53
2022-05-11 12:10:00,15.41,62.56
2022-05-11 12:09:00,15.39,62.59
2022-05-11 12:08:00,15.35,62.62
2022-05-11 12:07:00,15.36,62.64
2022-05-11 12:06:00,15.36,62.65
2022-05-11 12:05:00,15.37,62.66
2022-05-11 12:04:00,15.37,62.68
2022-05-11 12:03:00,15.38,62.69
2022-05-11 12:02:00,15.38,62.70
2022-05-11 12:01:00,15.39,62.72
2022-05-11 12:00:00,15.39,62.73
2022-05-11 11:59:00,15.39,62.74
2022-05-11 11:58:00,15.39,62.81
2022-05-11 11:57:00,15.36,62.86
2022-05-11 11:56:00,15.34,62.91
2022-05-11 11:55:00,15.32,62.95
2022-05-11 11:54:00,15.30,63.00
2022-05-11 11:53:00,15.28,63.04
2022-05-11 11:52:00,15.26,63.09
2022-05-11 11:51:00,15.24,63.13
2022-05-11 11:50:00,15.22,63.18
2022-05-11 11:49:00,15.20,63.22
2022-05-11 11:48:00,15.26,63.31
2022-05-11 11:47:00,15.24,63.40
2022-05-11 11:46:00,15.22,63.49
2022-05-11 11:45:00,15.20,63.57
2022-05-11 11:44:00,15.18,63.66
2022-05-11 11:43:00,15.17,63.75
2022-05-11 11:42:00,15.15,63.83
2022-05-11 11:41:00,15.13,63.92
2022-05-11 11:40:00,15.11,64.01
2022-05-11 11:39:00,15.10,64.09
2022-05-11 11:38:00,14.94,64.01
2022-05-11 11:37:00,14.91,64.10
2022-05-11 11:36:00,14.89,64.18
2022-05-11 11:35:00,14.87,64.27
2022-05-11 11:34:00,14.84,64.35
2022-05-11 11:33:00,14.82,64.44
2022-05-11 11:32:00,14.80,64.52
2022-05-11 11:31:00,14.77,64.61
2022-05-11 11:30:00,14.75,64.69
2022-05-11 11:29:00,14.73,64.77
2022-05-11 11:28:00,14.73,64.71
2022-05-11 11:27:00,14.69,64.73
2022-05-11 11:26:00,14.65,64.75
2022-05-11 11:25:00,14.62,64.76
2022-05-11 11:24:00,14.58,64.78
2022-05-11 11:23:00,14.55,64.79
2022-05-11 11:22:00,14.51,64.81
2022-05-11 11:21:00,14.48,64.82
2022-05-11 11:20:00,14.44,64.84
2022-05-11 11:19:00,14.41,64.85
2022-05-11 11:18:00,14.39,64.96
2022-05-11 11:17:00,14.35,65.02
2022-05-11 11:16:00,14.32,65.08
2022-05-11 11:15:00,14.29,65.14
2022-05-11 11:14:00,14.26,65.20
2022-05-11 11:13:00,14.23,65.26
2022-05-11 11:12:00,14.20,65.32
2022-05-11 11:11:00,14.17,65.38
2022-05-11 11:10:00,14.14,65.44
2022-05-11 11:09:00,14.11,65.49
2022-05-11 11:08:00,14.13,65.45
2022-05-11 11:07:00,14.10,65.51
2022-05-11 11:06:00,14.07,65.57
2022-05-11 11:05:00,14.04,65.63
2022-05-11 11:04:00,14.01,65.69
2022-05-11 11:03:00,13.99,65.75
2022-05-11 11:02:00,13.96,65.81
2022-05-11 11:01:00,13.93,65.87
2022-05-11 11:00:00,13.90,65.93
2022-05-11 10:59:00,13.88,65.99
2022-05-11 10:58:00,13.88,65.91
2022-05-11 10:57:00,13.85,65.95
2022-05-11 10:56:00,13.82,65.99
2022-05-11 10:55:00,13.80,66.03
2022-05-11 10:54:00,13.77,66.07
2022-05-11 10:53:00,13.74,66.11
2022-05-11 10:52:00,13.72,66.15
2022-05-11 10:51:00,13.69,66.19
2022-05-11 10:50:00,13.66,66.23
2022-05-11 10:49:00,13.64,66.27
2022-05-11 10:48:00,13.65,66.21
2022-05-11 10:47:00,13.62,66.23
2022-05-11 10:46:00,13.59,66.25
2022-05-11 10:45:00,13.56,66.27
2022-05-11 10:44:00,13.53,66.29
2022-05-11 10:43:00,13.50,66.31
2022-05-11 10:42:00,13.47,66.33
2022-05-11 10:41:00,13.44,66.35
2022-05-11 10:40:00,13.41,66.37
2022-05-11 10:39:00,13.39,66.39
2022-05-11 10:38:00,13.35,66.34
2022-05-11 10:37:00,13.36,66.42
2022-05-11 10:36:00,13.36,66.50
2022-05-11 10:35:00,13.37,66.58
2022-05-11 10:34:00,13.37,66.66
2022-05-11 10:33:00,13.38,66.73
2022-05-11 10:32:00,13.38,66.81
2022-05-11 10:31:00,13.39,66.89
2022-05-11 10:30:00,13.39,66.97
2022-05-11 10:29:00,13.39,67.04
2022-05-11 10:28:00,13.19,67.16
2022-05-11 10:27:00,13.17,67.24
2022-05-11 10:26:00,13.16,67.31
2022-05-11 10:25:00,13.15,67.38
2022-05-11 10:24:00,13.14,67.45
2022-05-11 10:23:00,13.12,67.52
2022-05-11 10:22:00,13.11,67.59
2022-05-11 10:21:00,13.10,67.66
2022-05-11 10:20:00,13.09,67.73
2022-05-11 10:19:00,13.08,67.80
2022-05-11 10:18:00,13.04,67.93
2022-05-11 10:17:00,13.01,67.97
2022-05-11 10:16:00,12.98,68.01
2022-05-11 10:15:00,12.96,68.05
2022-05-11 10:14:00,12.93,68.09
2022-05-11 10:13:00,12.91,68.13
2022-05-11 10:12:00,12.88,68.17
2022-05-11 10:11:00,12.86,68.21
2022-05-11 10:10:00,12.83,68.25
2022-05-11 10:09:00,12.81,68.29
2022-05-11 10:08:00,12.88,68.29
2022-05-11 10:07:00,12.85,68.36
2022-05-11 10:06:00,12.82,68.43
2022-05-11 10:05:00,12.79,68.49
2022-05-11 10:04:00,12.76,68.56
2022-05-11 10:03:00,12.74,68.63
2022-05-11 10:02:00,12.71,68.69
2022-05-11 10:01:00,12.68,68.76
2022-05-11 10:00:00,12.65,68.83
2022-05-11 09:59:00,12.63,68.89
2022-05-11 09:58:00,12.65,68.84
2022-05-11 09:57:00,12.61,68.93
2022-05-11 09:56:00,12.58,69.01
2022-05-11 09:55:00,12.55,69.10
2022-05-11 09:54:00,12.51,69.18
2022-05-11 09:53:00,12.48,69.27
2022-05-11 09:52:00,12.45,69.35
2022-05-11 09:51:00,12.41,69.44
2022-05-11 09:50:00,12.38,69.52
2022-05-11 09:49:00,12.35,69.60
2022-05-11 09:48:00,12.25,69.60
2022-05-11 09:47:00,12.21,69.64
2022-05-11 09:46:00,12.18,69.67
2022-05-11 09:45:00,12.15,69.70
2022-05-11 09:44:00,12.12,69.73
2022-05-11 09:43:00,12.09,69.77
2022-05-11 09:42:00,12.06,69.80
2022-05-11 09:41:00,12.03,69.83
2022-05-11 09:40:00,12.00,69.86
2022-05-11 09:39:00,11.97,69.89
2022-05-11 09:38:00,11.89,69.88
2022-05-11 09:37:00,11.86,69.97
2022-05-11 09:36:00,11.83,70.06
2022-05-11 09:35:00,11.80,70.15
2022-05-11 09:34:00,11.77,70.24
2022-05-11 09:33:00,11.74,70.33
2022-05-11 09:32:00,11.71,70.42
2022-05-11 09:31:00,11.68,70.51
2022-05-11 09:30:00,11.65,70.60
2022-05-11 09:29:00,11.63,70.68
2022-05-11 09:28:00,11.67,70.72
2022-05-11 09:27:00,11.61,70.78
2022-05-11 09:26:00,11.55,70.84
2022-05-11 09:25:00,11.49,70.90
2022-05-11 09:24:00,11.43,70.96
2022-05-11 09:23:00,11.37,71.02
2022-05-11 09:22:00,11.31,71.08
2022-05-11 09:21:00,11.25,71.14
2022-05-11 09:20:00,11.19,71.20
2022-05-11 09:19:00,11.13,71.26
2022-05-11 09:18:00,11.13,71.53
2022-05-11 09:17:00,11.09,71.49
2022-05-11 09:16:00,11.06,71.45
2022-05-11 09:15:00,11.03,71.42
2022-05-11 09:14:00,11.00,71.38
2022-05-11 09:13:00,10.97,71.34
2022-05-11 09:12:00,10.94,71.31
2022-05-11 09:11:00,10.91,71.27
2022-05-11 09:10:00,10.88,71.23
2022-05-11 09:09:00,10.85,71.20
2022-05-11 09:08:00,10.87,71.43
2022-05-11 09:07:00,10.84,71.41
2022-05-11 09:06:00,10.81,71.39
2022-05-11 09:05:00,10.78,71.37
2022-05-11 09:04:00,10.75,71.35
2022-05-11 09:03:00,10.73,71.33
2022-05-11 09:02:00,10.70,71.31
2022-05-11 09:01:00,10.67,71.29
2022-05-11 09:00:00,10.64,71.27
2022-05-11 08:59:00,10.62,71.25
2022-05-11 08:58:00,10.67,71.39
2022-05-11 08:57:00,10.66,71.37
2022-05-11 08:56:00,10.65,71.36
2022-05-11 08:55:00,10.64,71.34
2022-05-11 08:54:00,10.63,71.33
2022-05-11 08:53:00,10.63,71.31
2022-05-11 08:52:00,10.62,71.30
2022-05-11 08:51:00,10.61,71.28
2022-05-11 08:50:00,10.60,71.27
2022-05-11 08:49:00,10.60,71.26
2022-05-11 08:48:00,10.68,71.01
2022-05-11 08:47:00,10.64,71.03
2022-05-11 08:46:00,10.61,71.05
2022-05-11 08:45:00,10.58,71.07
2022-05-11 08:44:00,10.55,71.09
2022-05-11 08:43:00,10.52,71.11
2022-05-11 08:42:00,10.49,71.13
2022-05-11 08:41:00,10.46,71.15
2022-05-11 08:40:00,10.43,71.17
2022-05-11 08:39:00,10.40,71.19
2022-05-11 08:38:00,10.41,71.19
2022-05-11 08:37:00,10.39,71.14
2022-05-11 08:36:00,10.38,71.10
2022-05-11 08:35:00,10.37,71.06
2022-05-11 08:34:00,10.36,71.01
2022-05-11 08:33:00,10.34,70.97
2022-05-11 08:32:00,10.33,70.93
2022-05-11 08:31:00,10.32,70.88
2022-05-11 08:30:00,10.31,70.84
2022-05-11 08:29:00,10.30,70.80
2022-05-11 08:28:00,10.28,70.81
2022-05-11 08:27:00,10.27,70.83
2022-05-11 08:26:00,10.26,70.85
2022-05-11 08:25:00,10.25,70.87
2022-05-11 08:24:00,10.24,70.89
2022-05-11 08:23:00,10.24,70.91
2022-05-11 08:22:00,10.23,70.93
2022-05-11 08:21:00,10.22,70.95
2022-05-11 08:20:00,10.21,70.97
2022-05-11 08:19:00,10.21,70.99
2022-05-11 08:18:00,10.18,70.96
2022-05-11 08:17:00,10.17,70.93
2022-05-11 08:16:00,10.16,70.91
2022-05-11 08:15:00,10.15,70.89
2022-05-11 08:14:00,10.14,70.87
2022-05-11 08:13:00,10.13,70.84
2022-05-11 08:12:00,10.12,70.82
2022-05-11 08:11:00,10.11,70.80
2022-05-11 08:10:00,10.10,70.78
2022-05-11 08:09:00,10.10,70.76
2022-05-11 08:08:00,10.10,70.84
2022-05-11 08:07:00,10.11,70.80
2022-05-11 08:06:00,10.12,70.76
2022-05-11 08:05:00,10.13,70.72
2022-05-11 08:04:00,10.14,70.68
2022-05-11 08:03:00,10.14,70.65
2022-05-11 08:02:00,10.15,70.61
2022-05-11 08:01:00,10.16,70.57
2022-05-11 08:00:00,10.17,70.53
2022-05-11 07:59:00,10.17,70.50
2022-05-11 07:58:00,10.18,70.50
2022-05-11 07:57:00,10.17,70.46
2022-05-11 07:56:00,10.16,70.43
2022-05-11 07:55:00,10.15,70.40
2022-05-11 07:54:00,10.14,70.37
2022-05-11 07:53:00,10.13,70.33
2022-05-11 07:52:00,10.12,70.30
2022-05-11 07:51:00,10.11,70.27
2022-05-11 07:50:00,10.10,70.24
2022-05-11 07:49:00,10.10,70.21
2022-05-11 07:48:00,10.17,70.22
2022-05-11 07:47:00,10.16,70.20
2022-05-11 07:46:00,10.15,70.19
2022-05-11 07:45:00,10.14,70.18
2022-05-11 07:44:00,10.13,70.17
2022-05-11 07:43:00,10.13,70.15
2022-05-11 07:42:00,10.12,70.14
2022-05-11 07:41:00,10.11,70.13
2022-05-11 07:40:00,10.10,70.12
2022-05-11 07:39:00,10.10,70.11
2022-05-11 07:38:00,10.13,70.00
2022-05-11 07:37:00,10.15,70.04
2022-05-11 07:36:00,10.17,70.07
2022-05-11 07:35:00,10.18,70.10
2022-05-11 07:34:00,10.20,70.13
2022-05-11 07:33:00,10.21,70.17
2022-05-11 07:32:00,10.23,70.20
2022-05-11 07:31:00,10.24,70.23
2022-05-11 07:30:00,10.26,70.26
2022-05-11 07:29:00,10.27,70.29
2022-05-11 07:28:00,10.20,70.38
2022-05-11 07:27:00,10.21,70.35
2022-05-11 07:26:00,10.22,70.32
2022-05-11 07:25:00,10.23,70.29
2022-05-11 07:24:00,10.24,70.26
2022-05-11 07:23:00,10.25,70.23
2022-05-11 07:22:00,10.26,70.20
2022-05-11 07:21:00,10.27,70.17
2022-05-11 07:20:00,10.28,70.14
2022-05-11 07:19:00,10.28,70.12
2022-05-11 07:18:00,10.28,70.06
2022-05-11 07:17:00,10.27,70.10
2022-05-11 07:16:00,10.26,70.14
2022-05-11 07:15:00,10.25,70.17
2022-05-11 07:14:00,10.24,70.21
2022-05-11 07:13:00,10.24,70.25
2022-05-11 07:12:00,10.23,70.28
2022-05-11 07:11:00,10.22,70.32
2022-05-11 07:10:00,10.21,70.36
2022-05-11 07:09:00,10.21,70.39
2022-05-11 07:08:00,10.22,70.53
2022-05-11 07:07:00,10.23,70.58
2022-05-11 07:06:00,10.24,70.63
2022-05-11 07:05:00,10.24,70.68
2022-05-11 07:04:00,10.25,70.73
2022-05-11 07:03:00,10.26,70.78
2022-05-11 07:02:00,10.26,70.83
2022-05-11 07:01:00,10.27,70.88
2022-05-11 07:00:00,10.28,70.93
2022-05-11 06:59:00,10.28,70.98
2022-05-11 06:58:00,10.21,71.19
2022-05-11 06:57:00,10.22,71.12
2022-05-11 06:56:00,10.22,71.06
2022-05-11 06:55:00,10.23,71.00
2022-05-11 06:54:00,10.23,70.94
2022-05-11 06:53:00,10.24,70.87
2022-05-11 06:52:00,10.24,70.81
2022-05-11 06:51:00,10.25,70.75
2022-05-11 06:50:00,10.25,70.69
2022-05-11 06:49:00,10.25,70.63
2022-05-11 06:48:00,10.21,70.60
2022-05-11 06:47:00,10.22,70.62
2022-05-11 06:46:00,10.23,70.64
2022-05-11 06:45:00,10.24,70.66
2022-05-11 06:44:00,10.25,70.68
2022-05-11 06:43:00,10.25,70.69
2022-05-11 06:42:00,10.26,70.71
2022-05-11 06:41:00,10.27,70.73
2022-05-11 06:40:00,10.28,70.75
2022-05-11 06:39:00,10.28,70.76
2022-05-11 06:38:00,10.22,70.68
2022-05-11 06:37:00,10.23,70.71
2022-05-11 06:36:00,10.24,70.73
2022-05-11 06:35:00,10.24,70.75
2022-05-11 06:34:00,10.25,70.78
2022-05-11 06:33:00,10.26,70.80
2022-05-11 06:32:00,10.26,70.82
2022-05-11 06:31:00,10.27,70.85
2022-05-11 06:30:00,10.28,70.87
2022-05-11 06:29:00,10.28,70.89
2022-05-11 06:28:00,10.24,70.91
2022-05-11 06:27:00,10.22,70.87
2022-05-11 06:26:00,10.21,70.84
2022-05-11 06:25:00,10.19,70.80
2022-05-11 06:24:00,10.18,70.77
2022-05-11 06:23:00,10.16,70.73
2022-05-11 06:22:00,10.15,70.70
2022-05-11 06:21:00,10.13,70.66
2022-05-11 06:20:00,10.12,70.63
2022-05-11 06:19:00,10.11,70.60
2022-05-11 06:18:00,10.18,70.58
2022-05-11 06:17:00,10.17,70.55
2022-05-11 06:16:00,10.16,70.52
2022-05-11 06:15:00,10.15,70.49
2022-05-11 06:14:00,10.14,70.46
2022-05-11 06:13:00,10.13,70.43
2022-05-11 06:12:00,10.12,70.40
2022-05-11 06:11:00,10.11,70.37
2022-05-11 06:10:00,10.10,70.34
2022-05-11 06:09:00,10.10,70.31
2022-05-11 06:08:00,10.11,70.54
2022-05-11 06:07:00,10.09,70.48
2022-05-11 06:06:00,10.08,70.42
2022-05-11 06:05:00,10.07,70.37
2022-05-11 06:04:00,10.06,70.31
2022-05-11 06:03:00,10.04,70.25
2022-05-11 06:02:00,10.03,70.20
2022-05-11 06:01:00,10.02,70.14
2022-05-11 06:00:00,10.01,70.08
2022-05-11 05:59:00,10.00,70.03
2022-05-11 05:58:00,10.00,70.10
2022-05-11 05:57:00,10.01,70.08
2022-05-11 05:56:00,10.02,70.06
2022-05-11 05:55:00,10.03,70.04
2022-05-11 05:54:00,10.04,70.02
2022-05-11 05:53:00,10.04,70.00
2022-05-11 05:52:00,10.05,69.98
2022-05-11 05:51:00,10.06,69.96
2022-05-11 05:50:00,10.07,69.94
2022-05-11 05:49:00,10.07,69.92
2022-05-11 05:48:00,10.00,70.26
2022-05-11 05:47:00,10.01,70.23
2022-05-11 05:46:00,10.02,70.21
2022-05-11 05:45:00,10.03,70.18
2022-05-11 05:44:00,10.04,70.16
2022-05-11 05:43:00,10.04,70.13
2022-05-11 05:42:00,10.05,70.11
2022-05-11 05:41:00,10.06,70.08
2022-05-11 05:40:00,10.07,70.06
2022-05-11 05:39:00,10.07,70.04
2022-05-11 05:38:00,10.00,70.19
2022-05-11 05:37:00,10.01,70.14
2022-05-11 05:36:00,10.02,70.10
2022-05-11 05:35:00,10.03,70.06
2022-05-11 05:34:00,10.04,70.02
2022-05-11 05:33:00,10.05,69.98
2022-05-11 05:32:00,10.06,69.94
2022-05-11 05:31:00,10.07,69.90
2022-05-11 05:30:00,10.08,69.86
2022-05-11 05:29:00,10.08,69.82
2022-05-11 05:28:00,10.05,69.87
2022-05-11 05:27:00,10.03,69.90
2022-05-11 05:26:00,10.01,69.92
2022-05-11 05:25:00,10.00,69.95
2022-05-11 05:24:00,9.98,69.97
2022-05-11 05:23:00,9.97,70.00
2022-05-11 05:22:00,9.95,70.02
2022-05-11 05:21:00,9.94,70.05
2022-05-11 05:20:00,9.92,70.07
2022-05-11 05:19:00,9.91,70.09
2022-05-11 05:18:00,9.88,69.98
2022-05-11 05:17:00,9.87,69.95
2022-05-11 05:16:00,9.86,69.92
2022-05-11 05:15:00,9.85,69.89
2022-05-11 05:14:00,9.84,69.86
2022-05-11 05:13:00,9.84,69.83
2022-05-11 05:12:00,9.83,69.80
2022-05-11 05:11:00,9.82,69.77
2022-05-11 05:10:00,9.81,69.74
2022-05-11 05:09:00,9.81,69.71
2022-05-11 05:08:00,9.81,69.88
2022-05-11 05:07:00,9.82,69.83
2022-05-11 05:06:00,9.83,69.79
2022-05-11 05:05:00,9.84,69.75
2022-05-11 05:04:00,9.85,69.71
2022-05-11 05:03:00,9.85,69.66
2022-05-11 05:02:00,9.86,69.62
2022-05-11 05:01:00,9.87,69.58
2022-05-11 05:00:00,9.88,69.54
2022-05-11 04:59:00,9.88,69.50
2022-05-11 04:58:00,9.80,69.69
2022-05-11 04:57:00,9.81,69.65
2022-05-11 04:56:00,9.82,69.61
2022-05-11 04:55:00,9.83,69.57
2022-05-11 04:54:00,9.84,69.53
2022-05-11 04:53:00,9.85,69.49
2022-05-11 04:52:00,9.86,69.45
2022-05-11 04:51:00,9.87,69.41
2022-05-11 04:50:00,9.88,69.37
2022-05-11 04:49:00,9.88,69.33
2022-05-11 04:48:00,9.88,69.46
2022-05-11 04:47:00,9.87,69.43
2022-05-11 04:46:00,9.86,69.40
2022-05-11 04:45:00,9.85,69.37
2022-05-11 04:44:00,9.84,69.34
2022-05-11 04:43:00,9.84,69.32
2022-05-11 04:42:00,9.83,69.29
2022-05-11 04:41:00,9.82,69.26
2022-05-11 04:40:00,9.81,69.23
2022-05-11 04:39:00,9.81,69.21
2022-05-11 04:38:00,9.84,69.29
2022-05-11 04:37:00,9.85,69.26
2022-05-11 04:36:00,9.86,69.23
2022-05-11 04:35:00,9.86,69.20
2022-05-11 04:34:00,9.87,69.17
2022-05-11 04:33:00,9.87,69.14
2022-05-11 04:32:00,9.88,69.11
2022-05-11 04:31:00,9.88,69.08
2022-05-11 04:30:00,9.89,69.05
2022-05-11 04:29:00,9.89,69.03
2022-05-11 04:28:00,9.82,69.21
2022-05-11 04:27:00,9.83,69.19
2022-05-11 04:26:00,9.84,69.17
2022-05-11 04:25:00,9.84,69.15
2022-05-11 04:24:00,9.85,69.13
2022-05-11 04:23:00,9.86,69.11
2022-05-11 04:22:00,9.86,69.09
2022-05-11 04:21:00,9.87,69.07
2022-05-11 04:20:00,9.88,69.05
2022-05-11 04:19:00,9.88,69.03
2022-05-11 04:18:00,9.81,69.01
2022-05-11 04:17:00,9.82,68.99
2022-05-11 04:16:00,9.83,68.98
2022-05-11 04:15:00,9.84,68.97
2022-05-11 04:14:00,9.85,68.95
2022-05-11 04:13:00,9.85,68.94
2022-05-11 04:12:00,9.86,68.93
2022-05-11 04:11:00,9.87,68.91
2022-05-11 04:10:00,9.88,68.90
2022-05-11 04:09:00,9.88,68.89
2022-05-11 04:08:00,9.88,69.08
2022-05-11 04:07:00,9.87,69.05
2022-05-11 04:06:00,9.86,69.02
2022-05-11 04:05:00,9.85,68.99
2022-05-11 04:04:00,9.84,68.96
2022-05-11 04:03:00,9.84,68.93
2022-05-11 04:02:00,9.83,68.90
2022-05-11 04:01:00,9.82,68.87
2022-05-11 04:00:00,9.81,68.84
2022-05-11 03:59:00,9.81,68.82
2022-05-11 03:58:00,9.85,68.98
2022-05-11 03:57:00,9.84,68.96
2022-05-11 03:56:00,9.84,68.94
2022-05-11 03:55:00,9.83,68.92
2022-05-11 03:54:00,9.83,68.90
2022-05-11 03:53:00,9.82,68.88
2022-05-11 03:52:00,9.82,68.86
2022-05-11 03:51:00,9.81,68.84
2022-05-11 03:50:00,9.81,68.82
2022-05-11 03:49:00,9.81,68.80
2022-05-11 03:48:00,9.83,68.99
2022-05-11 03:47:00,9.85,68.95
2022-05-11 03:46:00,9.87,68.91
2022-05-11 03:45:00,9.88,68.87
2022-05-11 03:44:00,9.90,68.83
2022-05-11 03:43:00,9.92,68.79
2022-05-11 03:42:00,9.93,68.75
2022-05-11 03:41:00,9.95,68.71
2022-05-11 03:40:00,9.97,68.67
2022-05-11 03:39:00,9.98,68.64
2022-05-11 03:38:00,9.94,68.88
2022-05-11 03:37:00,9.95,68.83
2022-05-11 03:36:00,9.95,68.79
2022-05-11 03:35:00,9.95,68.75
2022-05-11 03:34:00,9.96,68.71
2022-05-11 03:33:00,9.96,68.66
2022-05-11 03:32:00,9.96,68.62
2022-05-11 03:31:00,9.97,68.58
2022-05-11 03:30:00,9.97,68.54
2022-05-11 03:29:00,9.97,68.50
2022-05-11 03:28:00,9.94,68.49
2022-05-11 03:27:00,9.96,68.44
2022-05-11 03:26:00,9.98,68.40
2022-05-11 03:25:00,9.99,68.35
2022-05-11 03:24:00,10.01,68.31
2022-05-11 03:23:00,10.02,68.26
2022-05-11 03:22:00,10.04,68.22
2022-05-11 03:21:00,10.05,68.17
2022-05-11 03:20:00,10.07,68.13
2022-05-11 03:19:00,10.08,68.09
2022-05-11 03:18:00,10.00,68.26
2022-05-11 03:17:00,10.02,68.22
2022-05-11 03:16:00,10.04,68.19
2022-05-11 03:15:00,10.06,68.16
2022-05-11 03:14:00,10.08,68.13
2022-05-11 03:13:00,10.10,68.09
2022-05-11 03:12:00,10.12,68.06
2022-05-11 03:11:00,10.14,68.03
2022-05-11 03:10:00,10.16,68.00
2022-05-11 03:09:00,10.17,67.97
2022-05-11 03:08:00,10.10,68.13
2022-05-11 03:07:00,10.12,68.10
2022-05-11 03:06:00,10.14,68.07
2022-05-11 03:05:00,10.16,68.05
2022-05-11 03:04:00,10.18,68.02
2022-05-11 03:03:00,10.20,68.00
2022-05-11 03:02:00,10.22,67.97
2022-05-11 03:01:00,10.24,67.95
2022-05-11 03:00:00,10.26,67.92
2022-05-11 02:59:00,10.27,67.90
2022-05-11 02:58:00,10.20,67.85
2022-05-11 02:57:00,10.22,67.90
2022-05-11 02:56:00,10.24,67.94
2022-05-11 02:55:00,10.26,67.98
2022-05-11 02:54:00,10.28,68.02
2022-05-11 02:53:00,10.29,68.07
2022-05-11 02:52:00,10.31,68.11
2022-05-11 02:51:00,10.33,68.15
2022-05-11 02:50:00,10.35,68.19
2022-05-11 02:49:00,10.36,68.23
2022-05-11 02:48:00,10.32,68.38
2022-05-11 02:47:00,10.34,68.35
2022-05-11 02:46:00,10.36,68.32
2022-05-11 02:45:00,10.38,68.30
2022-05-11 02:44:00,10.40,68.27
2022-05-11 02:43:00,10.41,68.24
2022-05-11 02:42:00,10.43,68.22
2022-05-11 02:41:00,10.45,68.19
2022-05-11 02:40:00,10.47,68.16
2022-05-11 02:39:00,10.48,68.14
2022-05-11 02:38:00,10.48,68.33
2022-05-11 02:37:00,10.50,68.35
2022-05-11 02:36:00,10.51,68.36
2022-05-11 02:35:00,10.52,68.38
2022-05-11 02:34:00,10.53,68.39
2022-05-11 02:33:00,10.54,68.41
2022-05-11 02:32:00,10.55,68.42
2022-05-11 02:31:00,10.56,68.44
2022-05-11 02:30:00,10.57,68.45
2022-05-11 02:29:00,10.58,68.46
2022-05-11 02:28:00,10.58,68.38
2022-05-11 02:27:00,10.60,68.40
2022-05-11 02:26:00,10.61,68.42
2022-05-11 02:25:00,10.62,68.44
2022-05-11 02:24:00,10.63,68.46
2022-05-11 02:23:00,10.64,68.47
2022-05-11 02:22:00,10.65,68.49
2022-05-11 02:21:00,10.66,68.51
2022-05-11 02:20:00,10.67,68.53
2022-05-11 02:19:00,10.68,68.54
2022-05-11 02:18:00,10.60,68.43
2022-05-11 02:17:00,10.61,68.39
2022-05-11 02:16:00,10.62,68.36
2022-05-11 02:15:00,10.63,68.33
2022-05-11 02:14:00,10.64,68.29
2022-05-11 02:13:00,10.64,68.26
2022-05-11 02:12:00,10.65,68.23
2022-05-11 02:11:00,10.66,68.19
2022-05-11 02:10:00,10.67,68.16
2022-05-11 02:09:00,10.67,68.13
2022-05-11 02:08:00,10.68,68.18
2022-05-11 02:07:00,10.67,68.13
2022-05-11 02:06:00,10.66,68.09
2022-05-11 02:05:00,10.65,68.05
2022-05-11 02:04:00,10.64,68.01
2022-05-11 02:03:00,10.63,67.96
2022-05-11 02:02:00,10.62,67.92
2022-05-11 02:01:00,10.61,67.88
2022-05-11 02:00:00,10.60,67.84
2022-05-11 01:59:00,10.60,67.80
2022-05-11 01:58:00,10.60,67.94
2022-05-11 01:57:00,10.61,67.90
2022-05-11 01:56:00,10.62,67.87
2022-05-11 01:55:00,10.63,67.84
2022-05-11 01:54:00,10.64,67.81
2022-05-11 01:53:00,10.64,67.77
2022-05-11 01:52:00,10.65,67.74
2022-05-11 01:51:00,10.66,67.71
2022-05-11 01:50:00,10.67,67.68
2022-05-11 01:49:00,10.67,67.65
2022-05-11 01:48:00,10.64,67.53
2022-05-11 01:47:00,10.62,67.47
2022-05-11 01:46:00,10.60,67.41
2022-05-11 01:45:00,10.59,67.35
2022-05-11 01:44:00,10.57,67.29
2022-05-11 01:43:00,10.56,67.23
2022-05-11 01:42:00,10.54,67.17
2022-05-11 01:41:00,10.53,67.11
2022-05-11 01:40:00,10.51,67.05
2022-05-11 01:39:00,10.50,67.00
2022-05-11 01:38:00,10.59,67.12
2022-05-11 01:37:00,10.58,67.17
2022-05-11 01:36:00,10.57,67.21
2022-05-11 01:35:00,10.56,67.25
2022-05-11 01:34:00,10.55,67.29
2022-05-11 01:33:00,10.54,67.33
2022-05-11 01:32:00,10.53,67.37
2022-05-11 01:31:00,10.52,67.41
2022-05-11 01:30:00,10.51,67.45
2022-05-11 01:29:00,10.50,67.49
2022-05-11 01:28:00,10.59,67.47
2022-05-11 01:27:00,10.56,67.42
2022-05-11 01:26:00,10.54,67.38
2022-05-11 01:25:00,10.52,67.34
2022-05-11 01:24:00,10.50,67.30
